req2_content,req1_content,cos,pos_overlap_ratio,opposite_overlap_count,jaccard,euclidean,levenshtein,jensen_shannon,ngram,bm25,decision
All the data must be encrypted.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.064,0.333,0,0.059,1.369,70,0.885,0,1.276,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",EHRs should be accessible to authorized healthcare providers for updating and reference.,0.115,0,0,0.111,1.33,93,0.798,0,7.029,No
It must integrate with insurance systems for verification and claim processing.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.096,0,0,0.095,1.344,68,0.826,0,3.272,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.138,0,0,0.136,1.313,70,0.76,0,5.439,No
It should provide financial reporting and analytics for hospital administrators.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.16,0,0,0.158,1.296,63,0.727,0,4.663,No
Insurance will also be managed through this software.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.054,0.333,0,0.053,1.375,64,0.899,0,1.405,No
All kinds of payments should be done through online banking.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.102,0.333,0,0.1,1.34,66,0.818,0,3.109,No
"The system must manage employee records, including personal details, qualifications, and work history.",EHRs should be accessible to authorized healthcare providers for updating and reference.,0.042,0,0,0.042,1.384,75,0.92,0,1.813,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",EHRs should be accessible to authorized healthcare providers for updating and reference.,0.088,0,0,0.087,1.351,70,0.84,0,3.626,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",EHRs should be accessible to authorized healthcare providers for updating and reference.,0.096,0,0,0.095,1.344,74,0.826,0,3.272,No
The system should ensure compliance with labor laws and regulations.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.102,0,0,0.1,1.34,64,0.818,0,3.109,No
Emplyoee management system also needs to be implemented.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.115,0.333,0,0.111,1.33,65,0.798,0,2.81,No
Recruitment exam should also be managable.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.136,0.333,0,0.125,1.314,69,0.77,0,2.551,No
Performance evaluation of each staff should be automated.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.115,0.333,0,0.111,1.33,67,0.798,0,2.81,No
"Staff payment should be managed, and histories should be kept.",EHRs should be accessible to authorized healthcare providers for updating and reference.,0.252,0.25,0,0.176,1.223,68,0.661,0,4.663,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",EHRs should be accessible to authorized healthcare providers for updating and reference.,0.106,0,0,0.097,1.337,123,0.819,0,8.629,No
It must allow users to create custom reports and dashboards for specific analysis needs.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.132,0,0,0.13,1.317,66,0.769,0,5.726,No
The system should support data visualization tools to aid in decision-making.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.092,0,0,0.095,1.348,69,0.826,0,3.272,No
It must offer real-time analytics and historical data for trend analysis.,EHRs should be accessible to authorized healthcare providers for updating and reference.,0.092,0,0,0.095,1.348,65,0.826,0,3.272,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.036,0,0,0.036,1.388,85,0.931,0,2.018,No
All the data must be encrypted.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0,0,0,0,1.414,84,1,0,0,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.","It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.106,0,0,0.103,1.337,103,0.812,0,6.91,No
It must integrate with insurance systems for verification and claim processing.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.194,0.167,0,0.19,1.269,72,0.679,0,6.773,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.126,0,0,0.125,1.322,81,0.778,0,5.544,No
It should provide financial reporting and analytics for hospital administrators.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.206,0,0,0.2,1.26,71,0.664,0,6.485,No
Insurance will also be managed through this software.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0,0,0,0,1.414,78,1,0,0,No
All kinds of payments should be done through online banking.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.045,0,0,0.043,1.382,81,0.916,0,1.621,No
"The system must manage employee records, including personal details, qualifications, and work history.","It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.039,0,0,0.038,1.386,83,0.926,0,1.848,No
"It should support the recruitment process, from posting job vacancies to candidate selection.","It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.126,0.333,0,0.125,1.322,68,0.778,0.045,5.544,No
"HR functions should include payroll management, leave tracking, and performance evaluations.","It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.089,0,0,0.087,1.35,82,0.839,0,3.386,No
The system should ensure compliance with labor laws and regulations.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.093,0,0,0.091,1.346,77,0.832,0,3.243,No
Emplyoee management system also needs to be implemented.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0,0,0,0,1.414,75,1,0,0,No
Recruitment exam should also be managable.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.059,0,0,0.053,1.372,85,0.895,0,1.376,No
Performance evaluation of each staff should be automated.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.05,0,0,0.048,1.378,81,0.907,0,1.49,No
"Staff payment should be managed, and histories should be kept.","It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.124,0,0,0.1,1.324,80,0.803,0,3.243,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.","It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.097,0,0,0.091,1.344,126,0.831,0,8.237,No
It must allow users to create custom reports and dashboards for specific analysis needs.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.121,0,0,0.12,1.326,74,0.786,0,5.794,No
The system should support data visualization tools to aid in decision-making.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.085,0.333,0,0.087,1.353,78,0.839,0,3.386,No
It must offer real-time analytics and historical data for trend analysis.,"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",0.132,0,0,0.136,1.317,72,0.759,0,5.079,No
All the data must be encrypted.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.194,0.167,0,0.105,1.269,78,0.799,0,2.843,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.102,0.125,0,0.1,1.34,98,0.818,0,6.868,No
It must integrate with insurance systems for verification and claim processing.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.134,0,0,0.13,1.316,68,0.768,0,5.156,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.122,0.167,0,0.12,1.325,71,0.785,0,5.593,No
It should provide financial reporting and analytics for hospital administrators.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.043,0,0,0.042,1.383,71,0.919,0,1.651,No
Insurance will also be managed through this software.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0,0,0,0,1.414,75,1,0,0,No
All kinds of payments should be done through online banking.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.043,0,0,0.042,1.383,74,0.919,0,1.651,No
"The system must manage employee records, including personal details, qualifications, and work history.",The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.169,0.143,0,0.167,1.289,70,0.714,0.043,7.457,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.078,0,0,0.037,1.358,73,0.928,0,1.864,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.041,0,0,0.04,1.385,71,0.923,0,1.719,No
The system should ensure compliance with labor laws and regulations.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.33,0.5,0,0.316,1.158,54,0.515,0,9.906,Yes
Emplyoee management system also needs to be implemented.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.102,0.167,0,0.095,1.34,72,0.821,0,3.055,No
Recruitment exam should also be managable.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0,0,0,0,1.414,75,1,0,0,No
Performance evaluation of each staff should be automated.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.049,0,0,0.045,1.379,73,0.911,0,1.527,No
"Staff payment should be managed, and histories should be kept.",The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.036,0,0,0.045,1.388,73,0.919,0,1.651,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.129,0.1,0,0.121,1.32,123,0.782,0,10.79,No
It must allow users to create custom reports and dashboards for specific analysis needs.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.117,0,0,0.115,1.329,75,0.793,0,5.827,No
The system should support data visualization tools to aid in decision-making.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.177,0.333,0,0.182,1.283,62,0.69,0,6.874,No
It must offer real-time analytics and historical data for trend analysis.,The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,0.127,0.167,0,0.13,1.321,67,0.768,0,5.156,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",All the data must be encrypted.,0.052,0,0,0,1.377,122,1,0,0,No
It must integrate with insurance systems for verification and claim processing.,All the data must be encrypted.,0.067,0,0,0.062,1.366,62,0.879,0,1.178,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,All the data must be encrypted.,0.061,0,0,0,1.37,73,1,0,0,No
It should provide financial reporting and analytics for hospital administrators.,All the data must be encrypted.,0,0,0,0,1.414,63,1,0,0,No
Insurance will also be managed through this software.,All the data must be encrypted.,0.079,0.5,0,0.077,1.357,41,0.856,0,0.866,No
All kinds of payments should be done through online banking.,All the data must be encrypted.,0.151,0.5,0,0.143,1.303,43,0.745,0,2.126,No
"The system must manage employee records, including personal details, qualifications, and work history.",All the data must be encrypted.,0.13,0,0,0.056,1.319,86,0.89,0,1.45,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",All the data must be encrypted.,0.061,0,0,0.056,1.37,74,0.89,0,1.45,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",All the data must be encrypted.,0,0,0,0,1.414,76,1,0,0,No
The system should ensure compliance with labor laws and regulations.,All the data must be encrypted.,0.07,0,0,0,1.364,54,1,0,0,No
Emplyoee management system also needs to be implemented.,All the data must be encrypted.,0.079,0.333,0,0.077,1.357,39,0.856,0,0.866,No
Recruitment exam should also be managable.,All the data must be encrypted.,0.092,0.5,0,0.091,1.348,30,0.833,0,0.705,No
Performance evaluation of each staff should be automated.,All the data must be encrypted.,0.079,0.5,0,0.077,1.357,41,0.856,0,0.866,No
"Staff payment should be managed, and histories should be kept.",All the data must be encrypted.,0.124,0.25,0,0.077,1.323,48,0.818,0,1.063,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",All the data must be encrypted.,0.048,0,0,0,1.38,146,1,0,0,No
It must allow users to create custom reports and dashboards for specific analysis needs.,All the data must be encrypted.,0.059,0,0,0.053,1.372,68,0.895,0,1.612,No
The system should support data visualization tools to aid in decision-making.,All the data must be encrypted.,0.136,0.2,0,0.062,1.314,60,0.879,0,1.178,No
It must offer real-time analytics and historical data for trend analysis.,All the data must be encrypted.,0.136,0.25,0,0.133,1.314,58,0.759,0,2.356,No
It must integrate with insurance systems for verification and claim processing.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.078,0,0,0.074,1.358,100,0.86,0,3.575,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.198,0.125,0,0.192,1.267,94,0.675,0,9.551,No
It should provide financial reporting and analytics for hospital administrators.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.128,0,0,0.12,1.321,100,0.781,0,5.193,No
Insurance will also be managed through this software.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0,0,0,0,1.414,113,1,0,0,No
All kinds of payments should be done through online banking.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.039,0,0,0.037,1.386,113,0.927,0,1.731,No
"The system must manage employee records, including personal details, qualifications, and work history.","The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.152,0.333,0,0.148,1.302,83,0.74,0,7.641,No
"It should support the recruitment process, from posting job vacancies to candidate selection.","The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.071,0,0,0.033,1.363,103,0.935,0,1.91,No
"HR functions should include payroll management, leave tracking, and performance evaluations.","The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.078,0,0,0.074,1.358,103,0.86,0,3.575,No
The system should ensure compliance with labor laws and regulations.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.179,0.125,0,0.167,1.282,95,0.707,0.043,6.924,No
Emplyoee management system also needs to be implemented.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.044,0.125,0,0.04,1.383,111,0.92,0,1.627,No
Recruitment exam should also be managable.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.052,0,0,0.043,1.377,116,0.91,0,1.54,No
Performance evaluation of each staff should be automated.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.044,0,0,0.04,1.383,109,0.92,0,1.627,No
"Staff payment should be managed, and histories should be kept.","The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.108,0,0,0.083,1.335,110,0.83,0,3.462,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.","The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.184,0.333,0,0.176,1.277,107,0.699,0,15.582,No
It must allow users to create custom reports and dashboards for specific analysis needs.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.068,0,0,0.067,1.365,102,0.874,0,3.951,No
The system should support data visualization tools to aid in decision-making.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.115,0.125,0,0.115,1.33,94,0.79,0.042,5.363,No
It must offer real-time analytics and historical data for trend analysis.,"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",0.074,0,0,0.074,1.361,105,0.86,0,3.575,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,It must integrate with insurance systems for verification and claim processing.,0.092,0,0,0.091,1.347,73,0.833,0,3.584,No
It should provide financial reporting and analytics for hospital administrators.,It must integrate with insurance systems for verification and claim processing.,0.169,0,0,0.167,1.289,63,0.714,0,4.544,No
Insurance will also be managed through this software.,It must integrate with insurance systems for verification and claim processing.,0.057,0,0,0,1.373,60,1,0,0,No
All kinds of payments should be done through online banking.,It must integrate with insurance systems for verification and claim processing.,0,0,0,0,1.414,61,1,0,0,No
"The system must manage employee records, including personal details, qualifications, and work history.",It must integrate with insurance systems for verification and claim processing.,0.092,0,0,0.091,1.347,69,0.833,0,3.584,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",It must integrate with insurance systems for verification and claim processing.,0.044,0,0,0.043,1.383,65,0.917,0,1.792,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",It must integrate with insurance systems for verification and claim processing.,0.048,0,0,0.048,1.38,70,0.909,0,1.602,No
The system should ensure compliance with labor laws and regulations.,It must integrate with insurance systems for verification and claim processing.,0.107,0,0,0.105,1.337,59,0.809,0,3.029,No
Emplyoee management system also needs to be implemented.,It must integrate with insurance systems for verification and claim processing.,0,0,0,0,1.414,56,1,0,0,No
Recruitment exam should also be managable.,It must integrate with insurance systems for verification and claim processing.,0,0,0,0,1.414,60,1,0,0,No
Performance evaluation of each staff should be automated.,It must integrate with insurance systems for verification and claim processing.,0,0,0,0,1.414,63,1,0,0,No
"Staff payment should be managed, and histories should be kept.",It must integrate with insurance systems for verification and claim processing.,0.042,0,0,0.056,1.384,62,0.905,0,1.515,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",It must integrate with insurance systems for verification and claim processing.,0.072,0,0,0.065,1.363,128,0.875,0,5.933,No
It must allow users to create custom reports and dashboards for specific analysis needs.,It must integrate with insurance systems for verification and claim processing.,0.194,0,0,0.19,1.269,60,0.679,0,7.581,No
The system should support data visualization tools to aid in decision-making.,It must integrate with insurance systems for verification and claim processing.,0,0,0,0,1.414,64,1,0,0,No
It must offer real-time analytics and historical data for trend analysis.,It must integrate with insurance systems for verification and claim processing.,0.213,0,0,0.222,1.255,53,0.636,0,6.408,No
It should provide financial reporting and analytics for hospital administrators.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.153,0,0,0.15,1.301,63,0.738,0,4.768,No
Insurance will also be managed through this software.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0,0,0,0,1.414,73,1,0,0,No
All kinds of payments should be done through online banking.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.097,0.2,0,0.095,1.344,70,0.825,0,3.179,No
"The system must manage employee records, including personal details, qualifications, and work history.",The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.132,0.143,0,0.13,1.318,76,0.769,0,5.494,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.084,0,0,0.04,1.353,74,0.923,0,1.831,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.092,0,0,0.091,1.347,68,0.833,0,3.332,No
The system should ensure compliance with labor laws and regulations.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.215,0.2,0,0.211,1.253,57,0.651,0,6.358,No
Emplyoee management system also needs to be implemented.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.052,0.2,0,0.05,1.377,66,0.903,0,1.449,No
Recruitment exam should also be managable.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.061,0,0,0.056,1.37,71,0.89,0,1.328,No
Performance evaluation of each staff should be automated.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.052,0,0,0.05,1.377,68,0.903,0,1.449,No
"Staff payment should be managed, and histories should be kept.",The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.18,0.2,0,0.167,1.281,66,0.707,0,4.768,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.226,0.2,0,0.207,1.244,111,0.651,0.069,16.824,No
It must allow users to create custom reports and dashboards for specific analysis needs.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.126,0.5,0,0.125,1.322,66,0.778,0,5.761,No
The system should support data visualization tools to aid in decision-making.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.138,0.2,0,0.143,1.313,59,0.75,0,4.998,No
It must offer real-time analytics and historical data for trend analysis.,The ERP system should facilitate electronic payments and allow for multiple payment methods.,0.088,0,0,0.091,1.351,68,0.833,0,3.332,No
Insurance will also be managed through this software.,It should provide financial reporting and analytics for hospital administrators.,0,0,0,0,1.414,58,1,0,0,No
All kinds of payments should be done through online banking.,It should provide financial reporting and analytics for hospital administrators.,0.053,0,0,0.053,1.376,64,0.9,0,1.469,No
"The system must manage employee records, including personal details, qualifications, and work history.",It should provide financial reporting and analytics for hospital administrators.,0.046,0,0,0.045,1.381,74,0.913,0,1.767,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",It should provide financial reporting and analytics for hospital administrators.,0.097,0,0,0.095,1.344,60,0.825,0,3.534,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",It should provide financial reporting and analytics for hospital administrators.,0.107,0,0,0.105,1.337,68,0.809,0,3.124,No
The system should ensure compliance with labor laws and regulations.,It should provide financial reporting and analytics for hospital administrators.,0.112,0,0,0.111,1.332,60,0.8,0,2.937,No
Emplyoee management system also needs to be implemented.,It should provide financial reporting and analytics for hospital administrators.,0,0,0,0,1.414,60,1,0,0,No
Recruitment exam should also be managable.,It should provide financial reporting and analytics for hospital administrators.,0.07,0,0,0.067,1.364,62,0.873,0,1.152,No
Performance evaluation of each staff should be automated.,It should provide financial reporting and analytics for hospital administrators.,0.06,0,0,0.059,1.371,61,0.889,0,1.299,No
"Staff payment should be managed, and histories should be kept.",It should provide financial reporting and analytics for hospital administrators.,0.149,0,0,0.125,1.305,61,0.762,0,2.937,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",It should provide financial reporting and analytics for hospital administrators.,0.214,0.25,0,0.185,1.254,119,0.674,0,15.413,No
It must allow users to create custom reports and dashboards for specific analysis needs.,It should provide financial reporting and analytics for hospital administrators.,0.147,0,0,0.143,1.306,56,0.748,0,5.637,No
The system should support data visualization tools to aid in decision-making.,It should provide financial reporting and analytics for hospital administrators.,0.048,0,0,0.05,1.38,62,0.905,0,1.562,No
It must offer real-time analytics and historical data for trend analysis.,It should provide financial reporting and analytics for hospital administrators.,0.226,0.25,0,0.235,1.244,55,0.619,0,6.248,No
All kinds of payments should be done through online banking.,Insurance will also be managed through this software.,0.127,0.5,0,0.125,1.321,42,0.777,0,2.675,No
"The system must manage employee records, including personal details, qualifications, and work history.",Insurance will also be managed through this software.,0,0,0,0,1.414,78,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",Insurance will also be managed through this software.,0,0,0,0,1.414,73,1,0,0,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",Insurance will also be managed through this software.,0,0,0,0,1.414,70,1,0,0,No
The system should ensure compliance with labor laws and regulations.,Insurance will also be managed through this software.,0,0,0,0,1.414,52,1,0,0,No
Emplyoee management system also needs to be implemented.,Insurance will also be managed through this software.,0.144,0.333,0,0.143,1.308,47,0.75,0,2.293,No
Recruitment exam should also be managable.,Insurance will also be managed through this software.,0.171,0.5,0,0.167,1.288,41,0.713,0,1.967,No
Performance evaluation of each staff should be automated.,Insurance will also be managed through this software.,0.067,0.5,0,0.067,1.366,39,0.875,0,1.147,No
"Staff payment should be managed, and histories should be kept.",Insurance will also be managed through this software.,0.169,0.5,0,0.067,1.289,41,0.844,0,1.338,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Insurance will also be managed through this software.,0,0,0,0,1.414,140,1,0,0,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Insurance will also be managed through this software.,0,0,0,0,1.414,68,1,0,0,No
The system should support data visualization tools to aid in decision-making.,Insurance will also be managed through this software.,0,0,0,0,1.414,59,1,0,0,No
It must offer real-time analytics and historical data for trend analysis.,Insurance will also be managed through this software.,0,0,0,0,1.414,55,1,0,0,No
"The system must manage employee records, including personal details, qualifications, and work history.",All kinds of payments should be done through online banking.,0,0,0,0,1.414,78,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",All kinds of payments should be done through online banking.,0.046,0,0,0.045,1.381,71,0.913,0,1.767,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",All kinds of payments should be done through online banking.,0.051,0,0,0.05,1.378,69,0.905,0,1.562,No
The system should ensure compliance with labor laws and regulations.,All kinds of payments should be done through online banking.,0.053,0,0,0.053,1.376,52,0.9,0,1.469,No
Emplyoee management system also needs to be implemented.,All kinds of payments should be done through online banking.,0.06,0.333,0,0.059,1.371,46,0.889,0,1.299,No
Recruitment exam should also be managable.,All kinds of payments should be done through online banking.,0.151,0.5,0,0.143,1.303,43,0.745,0,2.304,No
Performance evaluation of each staff should be automated.,All kinds of payments should be done through online banking.,0.204,0.5,0,0.2,1.262,50,0.666,0,3.896,No
"Staff payment should be managed, and histories should be kept.",All kinds of payments should be done through online banking.,0.213,0.25,0,0.125,1.255,40,0.725,0,2.937,Yes
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",All kinds of payments should be done through online banking.,0.075,0,0,0.067,1.36,135,0.87,0,6.165,No
It must allow users to create custom reports and dashboards for specific analysis needs.,All kinds of payments should be done through online banking.,0,0,0,0,1.414,67,1,0,0,No
The system should support data visualization tools to aid in decision-making.,All kinds of payments should be done through online banking.,0.048,0,0,0.05,1.38,56,0.905,0,1.562,No
It must offer real-time analytics and historical data for trend analysis.,All kinds of payments should be done through online banking.,0,0,0,0,1.414,56,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.","The system must manage employee records, including personal details, qualifications, and work history.",0.04,0,0,0,1.385,79,1,0,0,No
"HR functions should include payroll management, leave tracking, and performance evaluations.","The system must manage employee records, including personal details, qualifications, and work history.",0.044,0,0,0.043,1.383,80,0.917,0,1.666,No
The system should ensure compliance with labor laws and regulations.,"The system must manage employee records, including personal details, qualifications, and work history.",0.153,0.143,0,0.15,1.301,66,0.738,0,4.768,No
Emplyoee management system also needs to be implemented.,"The system must manage employee records, including personal details, qualifications, and work history.",0.052,0.143,0,0.05,1.377,76,0.903,0,1.449,No
Recruitment exam should also be managable.,"The system must manage employee records, including personal details, qualifications, and work history.",0,0,0,0,1.414,81,1,0,0,No
Performance evaluation of each staff should be automated.,"The system must manage employee records, including personal details, qualifications, and work history.",0,0,0,0,1.414,79,1,0,0,No
"Staff payment should be managed, and histories should be kept.","The system must manage employee records, including personal details, qualifications, and work history.",0.039,0,0,0.05,1.386,79,0.913,0,1.589,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.","The system must manage employee records, including personal details, qualifications, and work history.",0.14,0.5,0,0.129,1.312,105,0.767,0,11.216,No
It must allow users to create custom reports and dashboards for specific analysis needs.,"The system must manage employee records, including personal details, qualifications, and work history.",0.081,0,0,0.08,1.356,77,0.852,0,3.841,No
The system should support data visualization tools to aid in decision-making.,"The system must manage employee records, including personal details, qualifications, and work history.",0.088,0.143,0,0.091,1.351,71,0.833,0,3.332,No
It must offer real-time analytics and historical data for trend analysis.,"The system must manage employee records, including personal details, qualifications, and work history.",0.088,0,0,0.091,1.351,73,0.833,0,3.332,No
"HR functions should include payroll management, leave tracking, and performance evaluations.","It should support the recruitment process, from posting job vacancies to candidate selection.",0.044,0,0,0.043,1.383,73,0.917,0,1.666,No
The system should ensure compliance with labor laws and regulations.,"It should support the recruitment process, from posting job vacancies to candidate selection.",0.097,0,0,0.045,1.344,67,0.913,0,1.589,No
Emplyoee management system also needs to be implemented.,"It should support the recruitment process, from posting job vacancies to candidate selection.",0.052,0,0,0.05,1.377,67,0.903,0,1.449,No
Recruitment exam should also be managable.,"It should support the recruitment process, from posting job vacancies to candidate selection.",0.13,0,0,0.056,1.319,68,0.89,0,1.328,No
Performance evaluation of each staff should be automated.,"It should support the recruitment process, from posting job vacancies to candidate selection.",0.052,0,0,0.05,1.377,72,0.903,0,1.449,No
"Staff payment should be managed, and histories should be kept.","It should support the recruitment process, from posting job vacancies to candidate selection.",0.083,0,0,0.05,1.355,69,0.882,0,1.589,No
